LeBuhn3,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2025-03-07 08:00:00,18.5,49.5,7.7,065057165
2,2025-03-07 08:30:00,19.5,48.0,8.2
3,2025-03-07 09:00:00,20.5,47.5,9.0
4,2025-03-07 09:30:00,21.5,46.0,9.4
5,2025-03-07 10:00:00,22.0,44.5,9.4
6,2025-03-07 10:30:00,22.5,43.0,9.3
7,2025-03-07 11:00:00,23.5,42.0,9.9
8,2025-03-07 11:30:00,24.5,41.0,10.4
9,2025-03-07 12:00:00,25.0,40.0,10.5
10,2025-03-07 12:30:00,26.0,38.5,10.8
11,2025-03-07 13:00:00,27.5,36.0,11.1
12,2025-03-07 13:30:00,29.5,33.5,11.8
13,2025-03-07 14:00:00,30.5,31.0,11.5
14,2025-03-07 14:30:00,30.5,30.5,11.2
15,2025-03-07 15:00:00,26.5,36.5,10.4
16,2025-03-07 15:30:00,26.0,37.5,10.4
17,2025-03-07 16:00:00,25.5,38.0,10.1
18,2025-03-07 16:30:00,25.0,38.5,9.9
19,2025-03-07 17:00:00,24.5,39.5,9.8
20,2025-03-07 17:30:00,24.0,39.0,9.2
21,2025-03-07 18:00:00,23.5,39.5,8.9
22,2025-03-07 18:30:00,22.5,41.0,8.6
23,2025-03-07 19:00:00,22.5,41.0,8.6
24,2025-03-07 19:30:00,22.5,41.5,8.8
25,2025-03-07 20:00:00,22.0,43.5,9.0
26,2025-03-07 20:30:00,21.5,39.5,7.2
27,2025-03-07 21:00:00,18.0,36.5,2.9
28,2025-03-07 21:30:00,16.5,37.5,2.0
29,2025-03-07 22:00:00,15.5,38.0,1.3
30,2025-03-07 22:30:00,15.0,38.5,1.0
31,2025-03-07 23:00:00,14.5,39.0,0.7
32,2025-03-07 23:30:00,14.0,39.5,0.5
33,2025-03-08 00:00:00,14.0,40.0,0.6
34,2025-03-08 00:30:00,13.5,40.0,0.2
35,2025-03-08 01:00:00,13.5,40.5,0.4
36,2025-03-08 01:30:00,13.0,41.0,0.1
37,2025-03-08 02:00:00,13.0,41.0,0.1
38,2025-03-08 02:30:00,12.5,41.5,-0.2
39,2025-03-08 03:00:00,12.5,41.5,-0.2
40,2025-03-08 03:30:00,12.5,42.0,0.0
41,2025-03-08 04:00:00,12.0,42.0,-0.5
42,2025-03-08 04:30:00,12.0,42.5,-0.3
43,2025-03-08 05:00:00,11.5,42.5,-0.8
44,2025-03-08 05:30:00,11.5,42.5,-0.8
45,2025-03-08 06:00:00,11.5,42.5,-0.8
46,2025-03-08 06:30:00,11.0,43.0,-1.1
47,2025-03-08 07:00:00,11.0,43.0,-1.1
48,2025-03-08 07:30:00,10.5,43.0,-1.5
49,2025-03-08 08:00:00,10.5,43.5,-1.4
50,2025-03-08 08:30:00,10.5,44.0,-1.2
51,2025-03-08 09:00:00,11.0,44.5,-0.6
52,2025-03-08 09:30:00,11.5,45.0,0.0
53,2025-03-08 10:00:00,12.0,45.5,0.6
54,2025-03-08 10:30:00,12.5,46.0,1.2
55,2025-03-08 11:00:00,13.0,46.5,1.8
56,2025-03-08 11:30:00,13.5,47.0,2.4
57,2025-03-08 12:00:00,14.5,47.5,3.5
58,2025-03-08 12:30:00,15.0,48.0,4.1
59,2025-03-08 13:00:00,15.5,48.5,4.7
60,2025-03-08 13:30:00,16.0,49.0,5.3
61,2025-03-08 14:00:00,17.0,49.5,6.4
62,2025-03-08 14:30:00,17.5,50.0,7.0
63,2025-03-08 15:00:00,18.0,50.5,7.6
64,2025-03-08 15:30:00,18.5,51.0,8.2
65,2025-03-08 16:00:00,19.0,51.0,8.6
66,2025-03-08 16:30:00,19.0,51.5,8.8
67,2025-03-08 17:00:00,19.5,52.0,9.4
68,2025-03-08 17:30:00,19.5,52.0,9.4
69,2025-03-08 18:00:00,19.5,52.0,9.4
70,2025-03-08 18:30:00,19.5,52.0,9.4
