PerryField,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2025-03-17 15:35:39,23.0,53.0,12.9,065057993
2,2025-03-17 16:05:39,18.5,59.0,10.3
3,2025-03-17 16:35:39,16.0,64.5,9.3
4,2025-03-17 17:05:39,16.0,59.0,8.0
5,2025-03-17 17:35:39,15.0,63.5,8.1
6,2025-03-17 18:05:39,14.0,68.0,8.2
7,2025-03-17 18:35:39,12.5,70.0,7.2
8,2025-03-17 19:05:39,12.0,75.0,7.7
9,2025-03-17 19:35:39,11.0,74.5,6.6
10,2025-03-17 20:05:39,11.0,76.5,7.0
11,2025-03-17 20:35:39,11.0,75.5,6.8
12,2025-03-17 21:05:39,10.5,76.0,6.5
13,2025-03-17 21:35:39,10.0,78.5,6.4
14,2025-03-17 22:05:39,10.0,78.0,6.3
15,2025-03-17 22:35:39,10.0,81.0,6.9
16,2025-03-17 23:05:39,10.0,78.0,6.3
17,2025-03-17 23:35:39,9.5,85.0,7.1
18,2025-03-18 00:05:39,9.5,81.5,6.5
19,2025-03-18 00:35:39,10.0,75.0,5.8
20,2025-03-18 01:05:39,9.5,73.5,5.0
21,2025-03-18 01:35:39,10.0,71.5,5.1
22,2025-03-18 02:05:39,10.5,72.0,5.7
23,2025-03-18 02:35:39,10.5,71.0,5.5
24,2025-03-18 03:05:39,10.5,72.0,5.7
25,2025-03-18 03:35:39,10.5,69.0,5.1
26,2025-03-18 04:05:39,10.5,71.5,5.6
27,2025-03-18 04:35:39,10.5,73.0,5.9
28,2025-03-18 05:05:39,10.0,75.0,5.8
29,2025-03-18 05:35:39,9.5,78.0,5.9
30,2025-03-18 06:05:39,9.0,81.0,5.9
31,2025-03-18 06:35:39,9.0,82.5,6.2
32,2025-03-18 07:05:39,9.0,83.0,6.3
33,2025-03-18 07:35:39,9.0,81.0,5.9
34,2025-03-18 08:05:39,9.5,76.5,5.6
35,2025-03-18 08:35:39,10.5,71.0,5.5
36,2025-03-18 09:05:39,11.5,68.5,5.9
37,2025-03-18 09:35:39,13.0,63.0,6.1
38,2025-03-18 10:05:39,14.5,58.5,6.5
39,2025-03-18 10:35:39,15.0,55.5,6.2
40,2025-03-18 11:05:39,15.5,53.5,6.1
41,2025-03-18 11:35:39,17.0,51.5,6.9
42,2025-03-18 12:05:39,18.0,53.5,8.4
43,2025-03-18 12:35:39,16.5,60.0,8.7
44,2025-03-18 13:05:39,16.5,61.5,9.1
45,2025-03-18 13:35:39,16.5,60.5,8.8
46,2025-03-18 14:05:39,16.0,64.0,9.2
47,2025-03-18 14:35:39,17.0,60.0,9.2
48,2025-03-18 15:05:39,17.0,60.0,9.2
49,2025-03-18 15:35:39,17.0,58.0,8.7
50,2025-03-18 16:05:39,16.5,59.0,8.5
51,2025-03-18 16:35:39,16.0,56.0,7.2
52,2025-03-18 17:05:39,16.0,56.0,7.2
53,2025-03-18 17:35:39,15.0,57.5,6.7
54,2025-03-18 18:05:39,14.0,57.5,5.8
55,2025-03-18 18:35:39,12.5,60.5,5.1
56,2025-03-18 19:05:39,11.5,63.5,4.8
57,2025-03-18 19:35:39,11.0,67.0,5.1
58,2025-03-18 20:05:39,11.0,67.5,5.2
59,2025-03-18 20:35:39,11.0,63.0,4.2
60,2025-03-18 21:05:39,10.5,65.5,4.3
61,2025-03-18 21:35:39,10.0,68.5,4.5
62,2025-03-18 22:05:39,9.0,70.0,3.8
63,2025-03-18 22:35:39,9.0,75.0,4.8
64,2025-03-18 23:05:39,9.0,75.0,4.8
65,2025-03-18 23:35:39,10.0,78.0,6.3
66,2025-03-19 00:05:39,9.5,73.0,4.9
67,2025-03-19 00:35:39,8.5,72.5,3.8
68,2025-03-19 01:05:39,11.0,65.0,4.7
69,2025-03-19 01:35:39,9.5,67.0,3.7
70,2025-03-19 02:05:39,8.0,71.0,3.1
71,2025-03-19 02:35:39,10.5,60.0,3.1
72,2025-03-19 03:05:39,10.5,61.0,3.3
73,2025-03-19 03:35:39,10.5,59.0,2.8
74,2025-03-19 04:05:39,10.0,59.5,2.5
75,2025-03-19 04:35:39,10.5,56.0,2.1
76,2025-03-19 05:05:39,9.5,58.0,1.7
77,2025-03-19 05:35:39,9.5,54.0,0.7
78,2025-03-19 06:05:39,6.0,66.0,0.1
79,2025-03-19 06:35:39,6.0,65.5,0.0
80,2025-03-19 07:05:39,6.0,67.5,0.5
81,2025-03-19 07:35:39,6.5,64.5,0.3
82,2025-03-19 08:05:39,5.0,73.0,0.6
83,2025-03-19 08:35:39,10.5,58.0,2.6
84,2025-03-19 09:05:39,13.0,52.0,3.4
85,2025-03-19 09:35:39,16.0,50.5,5.7
86,2025-03-19 10:05:39,18.0,45.0,5.9
87,2025-03-19 10:35:39,18.5,43.0,5.7
