Percos,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2025-05-15 12:27:09,24.5,45.5,12.0,000011734
2,2025-05-15 12:57:09,22.5,50.5,11.7
3,2025-05-15 13:27:09,21.0,53.0,11.1
4,2025-05-15 13:57:09,20.5,54.5,11.0
5,2025-05-15 14:27:09,20.5,55.0,11.2
6,2025-05-15 14:57:09,21.0,55.0,11.6
7,2025-05-15 15:27:09,20.5,55.0,11.2
8,2025-05-15 15:57:09,19.0,58.5,10.7
9,2025-05-15 16:27:09,18.0,63.0,10.9
10,2025-05-15 16:57:09,18.0,62.0,10.6
11,2025-05-15 17:27:09,17.5,63.5,10.5
12,2025-05-15 17:57:09,17.0,65.5,10.5
13,2025-05-15 18:27:09,16.0,68.0,10.1
14,2025-05-15 18:57:09,15.0,71.5,9.9
15,2025-05-15 19:27:09,13.5,76.0,9.4
16,2025-05-15 19:57:09,13.0,76.0,8.9
17,2025-05-15 20:27:09,13.0,73.5,8.4
18,2025-05-15 20:57:09,13.0,73.5,8.4
19,2025-05-15 21:27:09,12.5,78.0,8.8
20,2025-05-15 21:57:09,12.5,79.5,9.1
21,2025-05-15 22:27:09,12.0,81.0,8.8
22,2025-05-15 22:57:09,12.5,80.5,9.2
23,2025-05-15 23:27:09,11.5,84.5,9.0
24,2025-05-15 23:57:09,12.0,81.5,8.9
25,2025-05-16 00:27:09,12.0,81.0,8.8
26,2025-05-16 00:57:09,12.5,77.5,8.7
27,2025-05-16 01:27:09,12.5,80.0,9.1
28,2025-05-16 01:57:09,12.0,79.5,8.6
29,2025-05-16 02:27:09,11.5,82.0,8.5
30,2025-05-16 02:57:09,10.5,84.0,7.9
31,2025-05-16 03:27:09,9.5,87.0,7.4
32,2025-05-16 03:57:09,9.5,90.0,7.9
33,2025-05-16 04:27:09,10.0,90.5,8.5
34,2025-05-16 04:57:09,10.5,89.0,8.8
35,2025-05-16 05:27:09,10.5,88.0,8.6
36,2025-05-16 05:57:09,10.0,91.5,8.7
37,2025-05-16 06:27:09,10.5,90.5,9.0
38,2025-05-16 06:57:09,14.0,81.5,10.9
39,2025-05-16 07:27:09,16.0,72.0,11.0
40,2025-05-16 07:57:09,14.5,79.0,10.9
41,2025-05-16 08:27:09,14.5,82.0,11.5
42,2025-05-16 08:57:09,14.5,81.5,11.4
43,2025-05-16 09:27:09,15.0,80.0,11.6
44,2025-05-16 09:57:09,15.0,78.5,11.3
45,2025-05-16 10:27:09,15.0,78.0,11.2
46,2025-05-16 10:57:09,15.5,77.5,11.6
47,2025-05-16 11:27:09,16.5,73.5,11.8
48,2025-05-16 11:57:09,19.0,67.0,12.7
49,2025-05-16 12:27:09,21.0,61.5,13.3
50,2025-05-16 12:57:09,22.5,57.0,13.6
51,2025-05-16 13:27:09,20.0,60.5,12.1
52,2025-05-16 13:57:09,21.0,57.0,12.2
53,2025-05-16 14:27:09,18.5,62.0,11.1
54,2025-05-16 14:57:09,18.5,61.5,11.0
55,2025-05-16 15:27:09,16.0,69.0,10.3
56,2025-05-16 15:57:09,16.5,68.0,10.6
57,2025-05-16 16:27:09,20.0,57.5,11.4
58,2025-05-16 16:57:09,19.0,59.5,10.9
59,2025-05-16 17:27:09,18.0,62.5,10.7
60,2025-05-16 17:57:09,17.0,65.0,10.4
61,2025-05-16 18:27:09,16.0,69.0,10.3
62,2025-05-16 18:57:09,15.5,67.5,9.5
63,2025-05-16 19:27:09,14.0,73.5,9.3
64,2025-05-16 19:57:09,13.0,77.0,9.1
65,2025-05-16 20:27:09,12.5,79.0,9.0
