SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
7,12:41:21,2025-03-28,Petal_2025_low,glb and ks,,,021,Top,0.003769,1.895682,0.003762,0.038163,1.272301,1.270175,2.283353,1.011051,12.522465,12.543423,22.511221,0.441786,7.500000,55.57,55.48,19.60,19.56,19.56,101.43,79.4,80.0,-0.7,481,4.114,12:31:32,2025-03-28,-0.45,1,0.000,0.001,-0.002,-0.004,-0.002,-0.003,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489468,2.528300,1.059395,0.757978,0.338558,0.000438,0.221718,0.528780,54.555416,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
8,12:42:12,2025-03-28,Petal_2025_low,glb and ks,,,022,Top,0.001751,1.901430,0.001750,0.018237,1.274188,1.273176,2.312615,1.038427,12.552570,12.562547,22.800673,0.441786,7.500000,55.42,55.38,19.67,19.76,19.76,101.43,79.7,79.6,0.2,193,4.108,12:41:49,2025-03-28,-0.48,1,0.000,-0.000,-9999.000,-0.000,-0.003,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489311,2.528114,1.061482,0.757213,0.337639,0.001970,0.225111,0.276165,54.393410,0.000137,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
9,12:47:56,2025-03-28,Petal_2025_low,glb and ks,,,023,Top,-0.004964,1.891613,-0.004977,-0.044715,1.273085,1.275583,2.168850,0.895765,12.576455,12.551831,21.383520,0.441786,7.500000,53.15,53.26,20.33,18.73,18.73,101.43,79.2,79.7,-0.6,244,4.107,12:41:49,2025-03-28,-0.48,1,0.000,0.001,-9999.000,-0.001,-0.004,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.486217,2.524690,1.057922,0.757416,0.328797,-0.017040,0.242835,0.321273,53.413509,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
10,12:48:35,2025-03-28,Petal_2025_low,glb and ks,,,024,Top,0.006400,1.898008,0.006379,0.055163,1.274527,1.271459,2.136882,0.862355,12.536511,12.566757,21.069529,0.441786,7.500000,53.44,53.31,20.26,18.50,18.50,101.42,79.6,79.6,-0.1,12,4.103,12:41:49,2025-03-28,-0.48,1,-0.000,-0.000,0.003,0.000,-0.013,-0.024,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.486303,2.525115,1.060239,0.757272,0.329691,-0.018894,0.244534,0.117555,53.016186,0.000140,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
11,12:54:04,2025-03-28,Petal_2025_low,glb and ks,,,025,Top,0.013687,1.905249,0.013589,0.138740,1.276709,1.269031,2.293951,1.017242,12.512264,12.587960,22.617659,0.441786,7.500000,53.18,52.86,20.37,19.63,19.63,101.42,80.0,77.5,3.1,200,4.102,12:53:49,2025-03-28,-0.34,1,0.001,-0.001,-9999.000,-0.002,-0.003,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.485660,2.524514,1.062872,0.752766,0.328310,-0.007447,0.261308,0.282927,51.568508,0.000144,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
12,12:54:17,2025-03-28,Petal_2025_low,glb and ks,,,026,Top,0.005692,1.907306,0.005675,0.061373,1.267522,1.264130,2.344816,1.077294,12.463568,12.497008,23.118490,0.441786,7.500000,52.81,52.67,20.36,19.99,19.99,101.43,80.1,79.7,0.4,106,4.098,12:53:49,2025-03-28,-0.34,1,0.000,0.001,-9999.000,0.001,-0.004,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.485390,2.523976,1.063622,0.757405,0.328348,-0.003450,0.261932,0.199904,51.506996,0.000146,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
13,12:58:55,2025-03-28,Petal_2025_low,glb and ks,,,027,Top,0.010244,1.899612,0.010189,0.179822,1.267906,1.257918,3.019700,1.751794,12.405506,12.504002,29.780075,0.441786,7.500000,52.60,52.19,20.43,24.14,24.14,101.40,79.6,79.7,-0.0,2016,4.098,12:53:49,2025-03-28,-0.34,1,-0.000,-0.000,-9999.000,-0.000,-0.003,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484703,2.523658,1.060821,0.757337,0.327441,0.043577,0.275581,1.874391,50.727726,0.000145,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
14,12:59:05,2025-03-28,Petal_2025_low,glb and ks,,,028,Top,0.002463,1.894140,0.002460,0.029423,1.261258,1.259618,2.451899,1.190640,12.422208,12.438385,24.180342,0.441786,7.500000,52.29,52.22,20.45,20.71,20.71,101.40,79.4,79.5,-0.2,140,4.095,12:53:49,2025-03-28,-0.34,1,-0.000,-0.000,-9999.000,-0.003,-0.001,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484744,2.523199,1.058836,0.757021,0.327281,0.003778,0.276028,0.229657,50.690887,0.000133,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
15,13:03:22,2025-03-28,Petal_2025_low,glb and ks,,,029,Top,0.008608,1.904183,0.008569,0.097424,1.252350,1.246954,2.384880,1.132530,12.293921,12.347126,23.512918,0.441786,7.500000,52.06,51.83,20.40,20.26,20.26,101.43,79.9,79.6,0.3,1031,4.094,12:53:49,2025-03-28,-0.34,1,-0.001,-0.001,-9999.000,-0.007,-0.004,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484212,2.522874,1.062483,0.757268,0.327845,-0.000806,0.286362,1.010920,49.850464,0.000132,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
16,13:03:34,2025-03-28,Petal_2025_low,glb and ks,,,030,Top,0.002838,1.901391,0.002834,0.031718,1.254301,1.252541,2.369124,1.114823,12.348667,12.366021,23.356949,0.441786,7.500000,52.15,52.08,20.40,20.15,20.15,101.43,79.7,79.7,0.1,83,4.091,12:53:49,2025-03-28,-0.34,1,-0.000,0.000,-9999.000,0.001,-0.005,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484561,2.523017,1.061467,0.757380,0.327914,-0.001953,0.286727,0.179716,49.772858,0.000129,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
17,13:08:58,2025-03-28,Petal_2025_low,glb and ks,,,031,Top,0.021105,1.904907,0.020874,0.260586,1.251328,1.236900,2.494212,1.242884,12.194410,12.336654,24.590055,0.441786,7.500000,52.53,51.93,20.24,20.99,20.99,101.43,79.9,79.5,0.6,769,4.090,13:08:34,2025-03-28,-0.03,1,-0.001,-0.001,-0.002,-0.005,-0.004,-0.007,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484382,2.523153,1.062747,0.756889,0.329968,0.009270,0.300146,0.781374,48.609852,0.000142,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
18,13:09:38,2025-03-28,Petal_2025_low,glb and ks,,,032,Top,0.026612,1.896269,0.026243,0.261842,1.254774,1.240192,2.249266,0.994492,12.227617,12.371383,22.176531,0.441786,7.500000,52.85,52.24,20.19,19.32,19.32,101.43,79.5,79.9,-0.5,121,4.085,13:08:34,2025-03-28,-0.03,1,0.001,0.001,-9999.000,-0.005,-0.004,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484832,2.523632,1.059608,0.757761,0.330690,-0.008930,0.301620,0.213336,48.442123,0.000133,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
19,13:14:54,2025-03-28,Petal_2025_low,glb and ks,,,033,Top,0.019860,1.900439,0.019654,0.176490,1.245565,1.235765,2.141023,0.895458,12.185285,12.281921,21.111607,0.441786,7.500000,53.76,53.33,19.80,18.53,18.53,101.41,79.7,79.8,-0.1,704,4.085,13:08:34,2025-03-28,-0.03,1,0.000,-0.001,-9999.000,0.001,-0.005,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.486444,2.525027,1.061121,0.757558,0.335935,-0.013247,0.313760,0.724382,47.410011,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
20,13:15:12,2025-03-28,Petal_2025_low,glb and ks,,,034,Top,0.022369,1.896879,0.022109,0.213519,1.252375,1.240490,2.215077,0.962702,12.231732,12.348920,21.841553,0.441786,7.500000,54.04,53.52,19.80,19.07,19.07,101.42,79.5,79.3,0.2,222,4.082,13:08:34,2025-03-28,-0.03,1,-0.001,-0.001,-9999.000,-0.004,-0.003,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.486708,2.525431,1.059829,0.756601,0.335882,-0.007254,0.314271,0.301519,47.338486,0.000131,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
21,13:19:59,2025-03-28,Petal_2025_low,glb and ks,,,035,Top,0.026097,1.900523,0.025743,0.227280,1.246528,1.233910,2.126913,0.880385,12.168104,12.292542,20.974390,0.441786,7.500000,53.05,52.51,20.02,18.42,18.42,101.41,79.7,79.4,0.3,145,4.081,13:19:50,2025-03-28,-0.37,1,-0.000,-0.001,-9999.000,-0.003,-0.009,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.485251,2.524456,1.061152,0.756828,0.332907,-0.016972,0.323360,0.234239,46.278118,0.000137,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
22,13:20:16,2025-03-28,Petal_2025_low,glb and ks,,,036,Top,0.000146,1.894070,0.000146,0.001255,1.237479,1.237409,2.091908,0.854429,12.202104,12.202794,20.628323,0.441786,7.500000,52.79,52.79,19.98,18.16,18.16,101.41,79.3,79.6,-0.4,85,4.074,13:19:50,2025-03-28,-0.37,1,0.001,0.000,-9999.000,-0.006,-0.008,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.485644,2.524092,1.058811,0.757239,0.333426,-0.019447,0.323595,0.181450,46.205162,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
23,13:28:01,2025-03-28,Petal_2025_low,glb and ks,,,037,Top,-0.001172,1.897643,-0.001173,-0.012119,1.281528,1.282202,2.310077,1.028549,12.649479,12.642834,22.789915,0.441786,7.500000,52.40,52.43,20.67,19.75,19.75,101.36,79.5,79.7,-0.2,225,4.074,13:19:50,2025-03-28,-0.37,1,-0.000,-0.000,-9999.000,-0.007,-0.007,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484985,2.523364,1.060106,0.757357,0.324363,-0.009626,0.339126,0.304153,45.667648,0.000138,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
24,13:28:24,2025-03-28,Petal_2025_low,glb and ks,,,038,Top,-0.000388,1.896322,-0.000389,-0.003633,1.280521,1.280723,2.211855,0.931334,12.634701,12.632708,21.820585,0.441786,7.500000,52.32,52.32,20.68,19.05,19.05,101.37,79.5,80.1,-0.8,172,4.068,13:19:50,2025-03-28,-0.37,1,-0.001,0.000,-9999.000,0.003,-0.008,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484833,2.523234,1.059627,0.758270,0.324176,-0.017573,0.339406,0.257703,45.507431,0.000142,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
25,13:36:51,2025-03-28,Petal_2025_low,glb and ks,,,039,Top,0.003727,1.893351,0.003719,0.040531,1.279559,1.277300,2.364302,1.084743,12.601178,12.623470,23.324987,0.441786,7.500000,51.93,51.83,20.79,20.12,20.12,101.36,79.3,80.0,-0.9,405,4.068,13:36:43,2025-03-28,-0.39,1,-0.000,0.001,-9999.000,-0.000,-0.001,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484126,2.522671,1.058551,0.758058,0.322762,-0.006839,0.353992,0.462384,43.913483,0.000144,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
26,13:37:28,2025-03-28,Petal_2025_low,glb and ks,,,040,Top,0.022443,1.896883,0.022180,0.229799,1.290563,1.277784,2.321982,1.031419,12.606428,12.732501,22.908327,0.441786,7.500000,52.31,51.79,20.81,19.83,19.83,101.36,79.5,79.3,0.2,180,4.066,13:36:43,2025-03-28,-0.39,1,0.000,-0.000,-9999.000,-0.002,-0.003,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484064,2.523223,1.059830,0.756641,0.322513,-0.010329,0.355057,0.265076,43.852329,0.000139,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
27,13:40:21,2025-03-28,Petal_2025_low,glb and ks,,,041,Top,-0.005320,1.903529,-0.005335,-0.044058,1.232259,1.234700,2.055980,0.823721,12.177733,12.153657,20.277939,0.441786,7.500000,51.77,51.87,20.23,17.88,17.88,101.39,79.9,79.8,0.1,161,4.065,13:36:43,2025-03-28,-0.39,1,-0.001,0.000,-9999.000,-0.003,-0.006,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484310,2.522579,1.062245,0.757553,0.330128,-0.025282,0.358124,0.248374,43.203949,0.000134,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
28,13:40:34,2025-03-28,Petal_2025_low,glb and ks,,,042,Top,-0.002669,1.895201,-0.002673,-0.022567,1.236178,1.237435,2.078154,0.841976,12.205641,12.193239,20.498205,0.441786,7.500000,52.10,52.15,20.18,18.05,18.05,101.38,79.4,73.3,7.7,122,4.055,13:36:43,2025-03-28,-0.39,1,0.001,0.001,-9999.000,0.003,-0.003,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484713,2.523070,1.059221,0.743989,0.330811,-0.022826,0.357972,0.213836,43.149231,0.000138,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
29,13:53:36,2025-03-28,Petal_2025_low,glb and ks,,,043,Top,0.038432,1.901758,0.037671,0.394318,1.223697,1.201821,2.266693,1.042997,11.853769,12.069530,22.356789,0.441786,7.500000,55.33,54.35,19.05,19.44,19.44,101.39,79.8,79.8,-0.1,1704,4.055,13:53:15,2025-03-28,-0.42,1,-0.002,-0.001,-0.002,-0.001,-0.000,-0.003,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.488026,2.528044,1.061601,0.757684,0.346221,0.005447,0.378886,1.601060,41.498779,0.000134,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
