SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
Obs#,Time,Date,configName,configAuthor,remark,Population,Plant,Top or bottom,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
,HHMMSS,YYYYMMDD,,,,,,,mol+1m-2s-1,mol+1m-2s-1,mol+1m-2s-1,mmol+1m-2s-1,kPa,kPa,kPa,kPa,mmol+1mol-1,mmol+1mol-1,mmol+1mol-1,cm+2,mm,%,%,C,C,C,kPa,umol+1sec-1,umol+1sec-1,%,umol+1m-2s-1,V,HHMMSS,YYYYMMDD,%,,,,,,,,,umol+1sec-1,(umol+1m-2s-1)s-1,s,,,,,,,,V,V,V,V,V,V,V,V,V,A,,,,,,,,,,,,,,,,,
1,10:25:54,2025-04-19,Petal_2025_low,glb and ks,,Cojo,001,Top,0.004843,1.900399,0.004831,0.066318,0.965571,0.961859,2.342103,1.376533,9.436466,9.472882,22.977568,0.441786,7.500000,42.54,42.37,19.46,19.97,19.97,101.93,79.7,79.5,0.3,102,4.089,10:25:23,2025-04-19,-0.45,1,0.000,-0.000,-0.002,-0.013,-0.024,-0.051,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.471002,2.509241,1.061107,0.756867,0.340436,0.006608,0.049650,0.196283,45.343636,0.000139,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
2,10:26:08,2025-04-19,Petal_2025_low,glb and ks,,Cojo,001,Bottom,0.009723,1.900974,0.009673,0.128442,0.985358,0.978173,2.316940,1.331581,9.596092,9.666582,22.729689,0.441786,7.500000,43.33,43.02,19.49,19.79,19.79,101.93,79.7,79.6,0.2,96,4.087,10:25:23,2025-04-19,-0.45,1,-0.000,0.001,-0.003,-0.008,-0.022,-0.043,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.471923,2.510424,1.061316,0.757089,0.340050,0.004324,0.050949,0.191712,45.043945,0.000136,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
3,10:26:47,2025-04-19,Petal_2025_low,glb and ks,,Cojo,002,Top,0.005131,1.902076,0.005117,0.066267,0.998226,0.994522,2.297015,1.298789,9.755280,9.791616,22.531460,0.441786,7.500000,43.67,43.50,19.58,19.66,19.66,101.95,79.8,79.8,-0.0,110,4.087,10:25:23,2025-04-19,-0.45,1,0.000,0.000,-0.002,-0.009,-0.015,-0.028,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.472605,2.510901,1.061716,0.757588,0.338881,0.001786,0.054901,0.203274,44.375896,0.000137,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
4,10:27:09,2025-04-19,Petal_2025_low,glb and ks,,Cojo,002,Bottom,0.005346,1.896299,0.005331,0.071763,1.021723,1.017696,2.371202,1.349480,9.981987,10.021482,23.257744,0.441786,7.500000,44.53,44.35,19.64,20.17,20.17,101.95,79.5,79.8,-0.4,111,4.087,10:25:23,2025-04-19,-0.45,1,0.000,-0.000,-0.003,-0.005,-0.012,-0.026,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.473811,2.512172,1.059618,0.757639,0.338071,0.006880,0.057106,0.204225,44.097305,0.000135,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
5,10:27:42,2025-04-19,Petal_2025_low,glb and ks,,Cojo,003,Top,0.005176,1.902889,0.005162,0.069568,1.035294,1.031408,2.386124,1.350830,10.117229,10.155339,23.405819,0.441786,7.500000,44.81,44.65,19.75,20.27,20.27,101.95,79.8,79.8,0.0,1547,4.086,10:25:23,2025-04-19,-0.45,1,-0.000,-0.000,-0.003,-0.006,-0.009,-0.020,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.474206,2.512571,1.062012,0.757605,0.336584,0.006774,0.060511,1.463559,43.737530,0.000140,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
6,10:28:01,2025-04-19,Petal_2025_low,glb and ks,,Cojo,003,Bottom,0.009368,1.898358,0.009322,0.124184,1.044712,1.037755,2.380157,1.335445,10.177808,10.246041,23.343454,0.441786,7.500000,45.02,44.72,19.82,20.23,20.23,101.96,79.6,79.6,-0.0,1566,4.086,10:25:23,2025-04-19,-0.45,1,-0.001,-0.001,-9999.000,-0.005,-0.007,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.474295,2.512858,1.060366,0.757218,0.335604,0.005488,0.062451,1.480246,43.560146,0.000139,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
7,10:28:36,2025-04-19,Petal_2025_low,glb and ks,,Cojo,004,Top,0.005545,1.894562,0.005528,0.071152,1.064105,1.060110,2.354260,1.290155,10.398155,10.437344,23.091909,0.441786,7.500000,45.45,45.28,19.96,20.05,20.05,101.95,79.4,80.2,-1.0,128,4.085,10:25:23,2025-04-19,-0.45,1,0.000,0.001,0.001,-0.006,-0.011,-0.016,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.475063,2.513463,1.058989,0.758391,0.333678,0.001859,0.065986,0.219670,43.262245,0.000132,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
8,10:28:57,2025-04-19,Petal_2025_low,glb and ks,,Cojo,004,Bottom,0.007352,1.901835,0.007324,0.100380,1.062680,1.057071,2.436110,1.373430,10.367992,10.423006,23.893919,0.441786,7.500000,45.14,44.90,20.05,20.61,20.61,101.96,79.8,79.2,0.7,423,4.084,10:25:23,2025-04-19,-0.45,1,0.000,0.001,-9999.000,0.000,-0.008,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.474504,2.512983,1.061629,0.756430,0.332487,0.007091,0.068075,0.478300,43.098091,0.000138,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
